,Model,Details,Scaler,Feature selection,No. features,RMSE,R-squared (training),R-squared (test)
168,HistGradientBoostingRegressor,"max_iter=500, learning_rate=0.2, max_depth=5, min_leaf=2",StandardScaler,UFS (f-regression),10,175602.924,0.883,0.799
169,HistGradientBoostingRegressor,"max_iter=500, learning_rate=0.2, max_depth=5, min_leaf=2",RobustScaler,UFS (f-regression),10,175602.924,0.883,0.799
170,HistGradientBoostingRegressor,"max_iter=500, learning_rate=0.2, max_depth=5, min_leaf=15",StandardScaler,UFS (f-regression),10,176313.061,0.862,0.798
171,HistGradientBoostingRegressor,"max_iter=500, learning_rate=0.2, max_depth=5, min_leaf=15",RobustScaler,UFS (f-regression),10,176313.061,0.862,0.798
172,HistGradientBoostingRegressor,"max_iter=500, learning_rate=0.2, max_depth=5, min_leaf=15",MinMaxScaler,UFS (f-regression),10,176313.061,0.862,0.798
173,HistGradientBoostingRegressor,"max_iter=500, learning_rate=0.2, max_depth=2, min_leaf=2",StandardScaler,Variance threshold,16,177319.438,0.84,0.795
174,HistGradientBoostingRegressor,"max_iter=500, learning_rate=0.2, max_depth=2, min_leaf=2",RobustScaler,Variance threshold,16,177319.438,0.84,0.795
175,HistGradientBoostingRegressor,"max_iter=500, learning_rate=0.2, max_depth=2, min_leaf=2",MinMaxScaler,Variance threshold,16,177319.438,0.84,0.795
176,HistGradientBoostingRegressor,"max_iter=500, learning_rate=0.2, max_depth=5, min_leaf=15",RobustScaler,Variance threshold,16,178736.329,0.914,0.792
177,HistGradientBoostingRegressor,"max_iter=500, learning_rate=0.2, max_depth=5, min_leaf=15",MinMaxScaler,Variance threshold,16,178736.329,0.914,0.792
178,HistGradientBoostingRegressor,"max_iter=500, learning_rate=0.2, max_depth=5, min_leaf=15",StandardScaler,Variance threshold,16,178736.329,0.914,0.792
179,HistGradientBoostingRegressor,"max_iter=500, learning_rate=0.2, max_depth=5, min_leaf=15, max_leaf_nodes=15",RobustScaler,Variance threshold,16,179310.779,0.904,0.791
180,HistGradientBoostingRegressor,"max_iter=500, learning_rate=0.2, max_depth=5, min_leaf=15, max_leaf_nodes=15",MinMaxScaler,Variance threshold,16,179310.779,0.904,0.791
181,HistGradientBoostingRegressor,"max_iter=500, learning_rate=0.2, max_depth=5, min_leaf=15, max_leaf_nodes=15",StandardScaler,Variance threshold,16,179310.779,0.904,0.791
182,HistGradientBoostingRegressor,"max_iter=500, learning_rate=0.2, max_depth=2, min_leaf=2",RobustScaler,UFS (f-regression),15,179713.632,0.833,0.79
183,HistGradientBoostingRegressor,"max_iter=500, learning_rate=0.2, max_depth=2, min_leaf=2",MinMaxScaler,UFS (f-regression),15,179713.632,0.833,0.79
184,HistGradientBoostingRegressor,"max_iter=500, learning_rate=0.2, max_depth=2, min_leaf=2",StandardScaler,UFS (f-regression),15,179713.632,0.833,0.79
185,HistGradientBoostingRegressor,"max_iter=500, learning_rate=0.2, max_depth=1, min_leaf=2",-,-,47,181168.253,0.828,0.786
186,HistGradientBoostingRegressor,"max_iter=500, learning_rate=0.2, max_depth=1, min_leaf=2",StandardScaler,-,47,181168.253,0.828,0.786
187,HistGradientBoostingRegressor,"max_iter=500, learning_rate=0.2, max_depth=1, min_leaf=2",RobustScaler,-,47,181168.253,0.828,0.786
188,HistGradientBoostingRegressor,"max_iter=500, learning_rate=0.2, max_depth=1, min_leaf=2",MinMaxScaler,-,47,181168.253,0.828,0.786
189,HistGradientBoostingRegressor,"max_iter=500, learning_rate=0.2, max_depth=2, min_leaf=2",StandardScaler,Variance threshold,18,184842.018,0.832,0.778
190,HistGradientBoostingRegressor,"max_iter=500, learning_rate=0.2, max_depth=2, min_leaf=2",MinMaxScaler,Variance threshold,18,184842.018,0.832,0.778
191,HistGradientBoostingRegressor,"max_iter=500, learning_rate=0.2, max_depth=2, min_leaf=2",RobustScaler,Variance threshold,18,184842.018,0.832,0.778
